Query,SearchTerm,Kingdom,Phylum,Class,Order,Family,Genus,Species,EOL,NCBI,Wikipedia,IUCN,GBIF,ITIS,
MANGROVE MONITOR,Mangrove monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus cerambonensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587594,NA,https://en.wikipedia.org/wiki/Mangrove_monitor,NA,NA,,
BLUE TAILED MONITOR,Blue tailed monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus doreanus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587595,NA,NA,NA,NA,,
BLUE TAIL MONITOR,Blue tail monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus doreanus,,,https://en.wikipedia.org/wiki/Blue-tailed_monitor,NA,NA,,
DUMERIL'S MONITOR LIZARD,Dumeril's monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus dumerilii,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587596,NA,NA,NA,NA,,
DUMERIL'S MONITOR,Dumeril's monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus dumerilii,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587596,NA,https://en.wikipedia.org/wiki/Dumeril%27s_monitor,NA,NA,,
DESERT MONITOR,Desert monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus eremius,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587597,NA,https://en.wikipedia.org/wiki/Desert_monitor,NA,NA,,
SAVANNAH MONITOR,Savannah monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587598,NA,https://en.wikipedia.org/wiki/Savannah_monitor,NA,NA,,
SAVANNAH MONITOR ,Savannah monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587598,NA,https://en.wikipedia.org/wiki/Savannah_monitor,NA,NA,,
SAVANNA MONITOR ,Savanna monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,,,https://en.wikipedia.org/wiki/Savannah_monitor,NA,NA,,
SAVANNA MONITOR,Savanna monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,,,https://en.wikipedia.org/wiki/Savannah_monitor,NA,NA,,
MONITOR(V. RUDICOLLIS),Monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,,,https://en.wikipedia.org/wiki/Savannah_monitor,NA,NA,,
MONITOR ,Monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,,,https://en.wikipedia.org/wiki/Savannah_monitor,NA,NA,,
MONITOR,Monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,,,https://en.wikipedia.org/wiki/Savannah_monitor,NA,NA,,
SAVANNA MONITOR LIZARD,Savanna monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,,,https://en.wikipedia.org/wiki/Savannah_monitor,NA,NA,,
SAVANNAH MONITOR LIZARD,Savannah monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,,,https://en.wikipedia.org/wiki/Savannah_monitor,NA,NA,,
YELLOW THROATED DAY MONITOR,Yellow throated day monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus flavescens,,,https://en.wikipedia.org/wiki/Yellow_monitor,NA,NA,,
VARANUS GIGANTEUS,Varanus giganteus,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus giganteus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587601,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=62041$retmode=xml,https://en.wikipedia.org/wiki/Varanus_giganteus,NA,NA,,
PERETIE MONITOR,Peretie monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus giganteus,,,https://en.wikipedia.org/wiki/Perentie,NA,NA,,
PERENTIE'S MONITOR,Perentie's monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus giganteus,,,https://en.wikipedia.org/wiki/Perentie,NA,NA,,
PERENTIE MONITOR,Perentie monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus giganteus,,,https://en.wikipedia.org/wiki/Perentie,NA,NA,,
SAND MONITOR,Sand monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus gouldii,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587605,NA,https://en.wikipedia.org/wiki/Sand_monitor,NA,NA,,
GOULD'S MONITOR,Gould's monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus gouldii,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587605,NA,https://en.wikipedia.org/wiki/Gould%27s_monitor,NA,NA,,
GREY'S MONITOR,Grey's monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus griseus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587608,NA,NA,NA,NA,,
TRI-COLORED MONITOR LIZARD,Tri-colored monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus griseus,,,https://en.wikipedia.org/wiki/Desert_monitor,NA,NA,,
GRAY DESERT MONITOR,Gray desert monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus griseus,,,https://en.wikipedia.org/wiki/Desert_monitor,NA,NA,,
TRI-COLORED MONITOR,Tri-colored monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus griseus,,,https://en.wikipedia.org/wiki/Desert_monitor,NA,NA,,
DESERT MONITOR LIZARD,Desert monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus griseus,,,https://en.wikipedia.org/wiki/Desert_monitor,NA,NA,,
MANGROVE MONITOR LIZARD,Mangrove monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus indicus,,,https://en.wikipedia.org/wiki/Mangrove_monitor,NA,NA,,
PEACH-THROATED MONITOR,Peach-throated monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus jobiensis,NA,NA,https://en.wikipedia.org/wiki/Peach-throated_monitor,NA,NA,,
PEACH THROATED MONITOR,Peach throated monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus jobiensis,,,NA,http://www.iucnredlist.org/details/178029/0,NA,,
PEACH THROATED MONITOR ,Peach throated monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus jobiensis,,,NA,http://www.iucnredlist.org/details/178029/0,NA,,
KING'S MONITOR,King's monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus kingorum,,,https://en.wikipedia.org/wiki/Kings%27_monitor,NA,NA,,
KOMODO MONITOR,Komodo monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus komodoensis,NA,NA,https://en.wikipedia.org/wiki/Komodo_monitor,NA,NA,,
KOMODO MONITOR ,Komodo monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus komodoensis,NA,NA,https://en.wikipedia.org/wiki/Komodo_monitor,NA,NA,,
KOMODO DRAGON,Komodo dragon,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus komodoensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587617,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=61221$retmode=xml,https://en.wikipedia.org/wiki/Komodo_dragon,NA,NA,,
BLUE TREE MONITOR,Blue tree monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus macraei,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587657,NA,https://en.wikipedia.org/wiki/Blue_tree_monitor,NA,NA,,
QUINCE MONITOR,Quince monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus melinus,NA,NA,https://en.wikipedia.org/wiki/Quince_monitor,NA,NA,,
WATER MONITOR,Water monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus mertensi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587619,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=62051$retmode=xml,https://en.wikipedia.org/wiki/Water_monitor,NA,NA,,
NILE MONITOR,Nile monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus niloticus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587621,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=62046$retmode=xml,https://en.wikipedia.org/wiki/Nile_monitor,NA,NA,,
NILE MONITOR ,Nile monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus niloticus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587621,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=62046$retmode=xml,https://en.wikipedia.org/wiki/Nile_monitor,NA,NA,,
ARGUS MONITOR,Argus monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus panoptes,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587624,NA,https://en.wikipedia.org/wiki/Argus_monitor,NA,NA,,
YELLOW MONITOR,Yellow monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus panoptes,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587624,NA,https://en.wikipedia.org/wiki/Yellow_monitor,NA,NA,,
ANGUS MONITOR,Angus monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus panoptes,,,https://en.wikipedia.org/wiki/Argus_monitor,NA,NA,,
PILBARA MONITOR,Pilbara monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus pilbarensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587629,NA,https://en.wikipedia.org/wiki/Pilbara_monitor,NA,NA,,
GREEN TREE MONITOR,Green tree monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus prasinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587630,NA,https://en.wikipedia.org/wiki/Green_tree_monitor,NA,NA,,
GRAY'S MONITOR,Gray's monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus prasinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587630,NA,https://en.wikipedia.org/wiki/Gray%27s_monitor,NA,NA,,
GRAY'S MONITOR ,Gray's monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus prasinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587630,NA,https://en.wikipedia.org/wiki/Gray%27s_monitor,NA,NA,,
EMERALD MONITOR,Emerald monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus prasinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587630,NA,NA,NA,NA,,
GREEN MONITOR,Green monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus prasinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587630,NA,NA,NA,NA,,
GRAY MONITOR,Gray monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus prasinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587630,NA,NA,NA,NA,,
TREE MONITOR,Tree monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus prasinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587630,NA,NA,NA,NA,,
ROUGH NECKED MONITOR,Rough necked monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus rudicollis,,,https://en.wikipedia.org/wiki/Roughneck_monitor_lizard,NA,NA,,
ROUGH-NECKED MONITOR,Rough-necked monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus rudicollis,,,https://en.wikipedia.org/wiki/Roughneck_monitor_lizard,NA,NA,,
ROUGH-NECK MONITOR,Rough-neck monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus rudicollis,,,https://en.wikipedia.org/wiki/Roughneck_monitor_lizard,NA,NA,,
ROUGH NECK MONITOR,Rough neck monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus rudicollis,,,https://en.wikipedia.org/wiki/Roughneck_monitor_lizard,NA,NA,,
RUFF-NECKED MONITOR,Ruff-necked monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus rudicollis,,,https://en.wikipedia.org/wiki/Roughneck_monitor_lizard,NA,NA,,
CROCODILE MONITOR,Crocodile monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvadorii,NA,NA,https://en.wikipedia.org/wiki/Crocodile_monitor,NA,NA,,
CROCODILE MONITOR LIZARD,Crocodile monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvadorii,,,https://en.wikipedia.org/wiki/Varanus_salvadorii,NA,NA,,
SALVADORAN MONITOR,Salvadoran monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvadorii,,,https://en.wikipedia.org/wiki/Varanus_salvadorii,NA,NA,,
ASIAN WATER MONITOR,Asian water monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvator,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=62051$retmode=xml,https://en.wikipedia.org/wiki/Asian_water_monitor,NA,NA,,
MALAYSIAN WATER MONITOR,Malaysian water monitor,Metazoa,Chordata,Na,Squamata,Varanidae,Varanus,Varanus salvator,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=62051$retmode=xml,NA,NA,NA,,
MALAYAN WATER MONITOR,Malayan water monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvator,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587635,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=62051$retmode=xml,https://en.wikipedia.org/wiki/Malayan_water_monitor,NA,NA,,
SALVITA MONITOR,Salvita monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvator,,,NA,http://www.iucnredlist.org/details/178214/0,NA,,
SALVATORE MONITOR,Salvatore monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvator,,,https://en.wikipedia.org/wiki/Asian_water_monitor,NA,NA,,
MALAYAN MONITOR LIZARD,Malayan monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvator,,,https://en.wikipedia.org/wiki/Asian_water_monitor,NA,NA,,
STORR'S DWARF MONITOR,Storr's dwarf monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus storri,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587647,NA,NA,NA,NA,,
STORR'S MONITOR,Storr's monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus storri,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587647,NA,https://en.wikipedia.org/wiki/Storr%27s_monitor,NA,NA,,
TIMOR MONITOR,Timor monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus timorensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587652,NA,https://en.wikipedia.org/wiki/Timor_monitor,NA,NA,,
BLACK HEADED MONITOR,Black headed monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus tristis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587653,NA,NA,NA,NA,,
FRECKLED MONITOR,Freckled monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus tristis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587653,NA,NA,NA,NA,,
GOULD'S MONITORY,Gould's monitory,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus varius,,,https://en.wikipedia.org/wiki/Lace_monitor,NA,NA,,
MONITOR LIZARD,Monitor lizard,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus dumerilii,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587596,NA,NA,NA,NA,,
Water Monitor,Water monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvator,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587635,NA,https://en.wikipedia.org/wiki/Water_monitor,NA,NA,,
Komodo Dragon,Komodo dragon,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus komodoensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587617,NA,https://en.wikipedia.org/wiki/Komodo_dragon,NA,NA,,
Crocodile Monitor,Crocodile monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus salvadorii,NA,NA,https://en.wikipedia.org/wiki/Crocodile_monitor,NA,NA,,
Nile Monitor,Nile monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus niloticus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587621,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=62046$retmode=xml,https://en.wikipedia.org/wiki/Nile_monitor,NA,NA,,
Gray's  Monitor,Gray's monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus olivaceus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52587630,NA,https://en.wikipedia.org/wiki/Gray%27s_monitor,NA,NA,,
Monitor,Monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,,,,https://en.wikipedia.org/wiki/Savannah_monitor,NA,,NA
Savanah Monitor,Savanah monitor,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus exanthematicus,,,,https://en.wikipedia.org/wiki/Savannah_monitor,NA,,NA
RED RUFFED LEMUR,Red ruffed lemur,Animalia,Na,Mammalia,Primates,Lemuridae,Varecia,Varecia rubra,http://eol.org/api/hierarchy_entries/1.0.xml?id=59884535,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=554167$retmode=xml,https://en.wikipedia.org/wiki/Red_ruffed_lemur,NA,NA,,
RED-REFFED LEMUR,Red-reffed lemur,Metazoa,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia rubra,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=554167$retmode=xml,NA,NA,NA,,
RED RUFFLED LEMUR ,Red ruffled lemur,Metazoa,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia rubra,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=554167$retmode=xml,NA,NA,NA,,
RED-RUFFED LEMUR,Red-ruffed lemur,Animalia,Na,Mammalia,Primates,Lemuridae,Varecia,Varecia rubra,http://eol.org/api/hierarchy_entries/1.0.xml?id=59884535,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=554167$retmode=xml,https://en.wikipedia.org/wiki/Red-ruffed_lemur,NA,NA,,
RED ROUGHED LEMUR,Red roughed lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia rubra,,,NA,http://www.iucnredlist.org/details/22920/0,NA,,
RED/BLACK RUFFED LEMUR,Black ruffed lemur,Animalia,Na,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,http://eol.org/api/hierarchy_entries/1.0.xml?id=59884532,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9455$retmode=xml,NA,NA,NA,,
BLACK & WHITE RUFFED LEMUR,Black and white ruffed lemur,Animalia,Na,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,http://eol.org/api/hierarchy_entries/1.0.xml?id=59884532,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9455$retmode=xml,https://en.wikipedia.org/wiki/Black_and_white_ruffed_lemur,NA,NA,,
BLACK & WHITE RUFFED  LEMUR,Black and white ruffed lemur,Animalia,Na,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,http://eol.org/api/hierarchy_entries/1.0.xml?id=59884532,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9455$retmode=xml,https://en.wikipedia.org/wiki/Black_and_white_ruffed_lemur,NA,NA,,
RED & BLACK RUFFEDLEMUR,Red and black ruffedlemur,Metazoa,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9455$retmode=xml,NA,NA,NA,,
LEMUR,Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52573472,NA,NA,NA,NA,,
LEMUR ,Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52573472,NA,NA,NA,NA,,
BLACK/WHITE RUFFED LEMUR,White ruffed lemur,Animalia,Na,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,http://eol.org/api/hierarchy_entries/1.0.xml?id=59884532,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9455$retmode=xml,NA,NA,NA,,
BLACK & WHITE LEMUR,Black and white lemur,Animalia,Na,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,http://eol.org/api/hierarchy_entries/1.0.xml?id=59884532,NA,NA,NA,NA,,
RUFFED LEMUR,Ruffed lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52573472,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9455$retmode=xml,NA,NA,NA,,
BLACK & WHITE ROUGHED LEMUR,Black and white roughed lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,,,https://en.wikipedia.org/wiki/Black-and-white_ruffed_lemur,NA,NA,,
RUFF LEMUR,Ruff lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,,,NA,http://www.iucnredlist.org/details/22918/0,NA,,
Lemur,Lemur,Animalia,Na,Mammalia,Primates,Lemuridae,Varecia,Varecia rubra,http://eol.org/api/hierarchy_entries/1.0.xml?id=59884535,NA,NA,NA,NA,,
Red Ruffed Lemur,Red ruffed lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia rubra,http://eol.org/api/hierarchy_entries/1.0.xml?id=59884535,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=554167$retmode=xml,https://en.wikipedia.org/wiki/Red_ruffed_lemur,NA,NA,,
Black and White Ruffled Lemur,Black and white ruffled lemur,Metazoa,Chordata,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9455$retmode=xml,NA,NA,NA,,
BOVINE,Bovine,Viruses,Not,Not,Herpesvirales,Herpesviridae,Varicellovirus,Bovine herpesvirus,http://eol.org/api/hierarchy_entries/1.0.xml?id=53116405,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=9913$retmode=xml,NA,NA,NA,,
FELID,Felid,Viruses,Not,Not,Herpesvirales,Herpesviridae,Varicellovirus,Felid herpesvirus,http://eol.org/api/hierarchy_entries/1.0.xml?id=53116418,NA,NA,NA,NA,,
POINTER,Pointer,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Vauquelinia,Vauquelinia potosina,http://eol.org/api/hierarchy_entries/1.0.xml?id=52834235,NA,NA,NA,NA,,
SURI ALPACA,Suri alpaca,Metazoa,Chordata,Mammalia,Na,Camelidae,Vicugna,Vicugna pacos,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=30538$retmode=xml,NA,NA,NA,,
HUACAYA ALPACA,Huacaya alpaca,Metazoa,Chordata,Mammalia,Na,Camelidae,Vicugna,Vicugna pacos,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=30538$retmode=xml,NA,NA,NA,,
ALPACA-HUACAYA,Alpaca-huacaya,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna pacos,,,https://en.wikipedia.org/wiki/Alpaca,NA,NA,,
Alpaca,Alpaca,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna pacos,http://eol.org/api/hierarchy_entries/1.0.xml?id=52578215,NA,https://en.wikipedia.org/wiki/Alpaca,NA,NA,,
Alpaca,Alpaca,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna pacos,http://eol.org/api/hierarchy_entries/1.0.xml?id=52578215,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=30538$retmode=xml,https://en.wikipedia.org/wiki/Alpaca,NA,NA,,
STRAW-TAILED WHYDAH,Straw-tailed whydah,Animalia,Chordata,Aves,Passeriformes,Viduidae,Vidua,Vidua fischeri,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=243223$retmode=xml,https://en.wikipedia.org/wiki/Straw-tailed_whydah,NA,NA,,
STRAW TAILED WYDAH,Straw tailed wydah,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Vidua,Vidua fischeri,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=243223$retmode=xml,NA,NA,NA,,
PARADISE WHYDAH,Paradise whydah,Animalia,Chordata,Aves,Passeriformes,Viduidae,Vidua,Vidua interjecta,http://eol.org/api/hierarchy_entries/1.0.xml?id=52641389,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=37614$retmode=xml,NA,NA,NA,,
PIN-TAILED WHYDAH,Pin-tailed whydah,Animalia,Chordata,Aves,Passeriformes,Viduidae,Vidua,Vidua macroura,http://eol.org/api/hierarchy_entries/1.0.xml?id=52641383,NA,https://en.wikipedia.org/wiki/Pin-tailed_whydah,NA,NA,,
PINTAILED WHYDAH,Pintailed whydah,Animalia,Chordata,Aves,Passeriformes,Viduidae,Vidua,Vidua macroura,http://eol.org/api/hierarchy_entries/1.0.xml?id=52641383,NA,NA,NA,NA,,
